name,official_url,primary_category,secondary_category,pricing_model,platform,short_description,open_source,api_available,last_verified
AI Picasso - AI dance,https://aipicasso.app/,Video,,Freemium,Web,"Web-based tool that uses artificial intelligence to generate unique dance videos and motion art, enabling users to create creative animations without video editing skills.",false,false,2026-08-18
AI Pickup Lines,https://aipickuplines.com/,Health and lifestyle,Marketing and advertising,Free,Web,Free web tool that instantly generates creative and humorous pickup lines to help users start conversations in dating or social settings.,false,false,2026-08-18
AI Pixar Posters,https://aipixarposters.com/,Image generation and editing,,Freemium,Web,Web-based tool that uses AI to create custom movie posters in the Pixar animation style based on user text prompts.,false,false,2026-08-18
AI Portrait Gen,https://aiportraitgen.com/,Image generation and editing,,Freemium,Web,"Web-based tool that uses artificial intelligence to generate unique digital portraits from user inputs, offering multiple styles and easy downloads.",false,false,2026-08-18
AI Poster Maker,https://ai-poster-maker.com/,Design and creative,Marketing and advertising,Freemium,Web,"Online tool that uses AI to help users create custom posters quickly by providing templates, design suggestions, and easy editing features.",false,false,2026-08-18
AI Power,https://aipower.org/,Education and learning,Developer infrastructure and models,Free; Open Source,Web; API,"Open source artificial intelligence platform that enables users to build, train, and deploy machine learning models with automation and API integration.",true,true,2026-08-18
AI Powered Image Upscaler,https://www.aiimageupscale.com/,Video,Image generation and editing,Freemium,Web,"Web-based tool that uses artificial intelligence to enlarge and enhance images, improving resolution and reducing noise without quality loss.",false,false,2026-08-18
AI powered SPM Platform,https://www.forma.ai/,Sales and CRM,Presentations and documents,Paid,Web; API,"Forma.ai is an AI-powered sales performance management platform that automates incentive compensation calculations, provides sales analytics, and streamlines sales plan modeling for enterprises.",false,true,2026-08-18
AI PPT Maker,https://aipptmaker.ai/,Presentations and documents,Automation and agents,Freemium,Web,"Online tool that uses artificial intelligence to automatically generate and design PowerPoint presentations based on your input, helping you create professional slides quickly and easily.",false,false,2026-08-18
AI Prank Call,https://prankcaller.fun/,Research and knowledge,Data and analytics,Free,Web,Free web-based tool that lets you make prank calls using AI-generated voices and voice-changing features without installing software.,false,false,2026-08-18
AI Product Shot,https://www.aiproductshot.com/,Business and finance,Image generation and editing,Paid; Free Trial,Web,"Web-based AI tool that generates customizable, high-quality product images for e-commerce businesses, eliminating the need for traditional photography.",false,false,2026-08-18
AI Profile For Slack,https://orgengage.com/,Business and finance,Automation and agents,Freemium,Web,Slack integration by OrgEngage that automatically generates and updates detailed employee profiles within Slack to improve team collaboration and engagement.,false,false,2026-08-18
AI Profile Picture Maker,https://pfpmaker.com/,Marketing and advertising,Image generation and editing,Freemium,Web,"Web-based tool that uses AI to generate custom profile pictures and avatars from user photos, offering multiple styles and background options for social media and professional use.",false,false,2026-08-18
AI Prompt Studio,https://aipromptstudio.com/,Developer infrastructure and models,Automation and agents,Freemium,Web,"Web platform for creating, managing, and automating AI prompts and workflows, designed to improve AI content generation and prompt engineering efficiency.",false,false,2026-08-18
AI Psychic Reading by Tarotoo,https://tarotoo.com/,Research and knowledge,Data and analytics,Free,Web,"AI Psychic Reading by Tarotoo provides free, instant tarot card readings generated by artificial intelligence to offer personal insights and guidance.",false,false,2026-08-18
AI QR Codes,https://aiqrcodes.app/,Coding and development,Marketing and advertising,Freemium,Web,Web platform that uses artificial intelligence to generate customizable and visually appealing QR codes suitable for marketing and branding.,false,false,2026-08-18
AI Query 2.0,https://aiquery.co/,Data and analytics,Coding and development,Freemium,Web,"AI-driven platform that enables users to query and analyze data using natural language, eliminating the need for SQL and simplifying data exploration.",false,false,2026-08-18
AI Recipe Writer,https://airecipewriter.com/landing,Health and lifestyle,Writing and content,Freemium,Web,Web-based tool that uses artificial intelligence to generate customized recipes based on user inputs like ingredients and dietary preferences.,false,false,2026-08-18
Ai Regex,https://airegex.pro/,Automation and agents,Productivity and workflow,Freemium,Web,"Web-based tool that uses artificial intelligence to generate, test, and explain regular expressions from natural language descriptions, helping users create accurate regex patterns efficiently.",false,false,2026-08-18
AI Reply,https://ai-reply.work/,Customer support,Automation and agents,Paid; Free Trial,Web,"Web-based AI tool that automates email responses by generating context-aware replies, helping professionals save time and manage inboxes efficiently.",false,false,2026-08-18
AI Resume Checker,https://www.resumechecker.ai/,Presentations and documents,,Freemium,Web,"Online tool that uses artificial intelligence to analyze resumes for formatting, keyword optimization, and ATS compatibility to help job seekers improve their chances of getting hired.",false,false,2026-08-18
AI Review Reply Assistant,https://www.mara-solutions.com/,Customer support,Automation and agents,Paid; Free Trial,Web,AI Review Reply Assistant automates personalized responses to customer reviews using AI-powered sentiment analysis and multi-platform integration.,false,false,2026-08-18
AI RoastBot,https://www.airoastbot.com/,Marketing and advertising,Chatbots and assistants,Freemium,Web,"Web tool that generates witty and humorous roasts based on user input, ideal for social media and entertainment.",false,false,2026-08-18
AI Santa Claus,https://santa.ac/,Health and lifestyle,"Audio, music, and voice",Free,Web,Web-based platform that generates personalized video messages featuring a virtual Santa Claus using AI voice and facial animation technology.,false,false,2026-08-18
AI Screenwriter,https://aiscreenwriter.com/,Writing and content,Chatbots and assistants,Paid; Free Trial,Web,"Web platform that uses artificial intelligence to help users create, format, and refine professional screenplays and scripts quickly and efficiently.",false,false,2026-08-18
